Price,Close,High,Low,Open,Volume
2020-05-13,204.3195037841797,209.97788140718018,201.34087667303803,208.63301271401832,20684600
2020-05-14,206.02297973632812,206.14251821071824,199.926274330887,201.789153160167,17178900
2020-05-15,210.07752990722656,210.53577092782473,203.34324443288583,204.48887738582886,19383200
2020-05-18,212.3787384033203,213.82321759572983,210.13730045625334,211.34268746204842,20151900
2020-05-19,216.0546875,219.650950577206,212.02009637116643,212.458424422794,31843200
2020-05-20,229.09486389160156,230.45964557285666,222.34066599934008,222.64948388043672,50162900
2020-05-21,230.50946044921875,236.2973484563728,230.32018104920962,233.82679018428104,47782600
2020-05-22,234.0160675048828,235.09195945269883,227.8695488998865,230.62899688382,33925600
2020-05-26,231.31640625,239.98329709798708,230.78842427517176,238.85760742372256,33178300
2020-05-27,228.26803588867188,229.68263043285472,220.28852241034073,228.19831016926022,34697600
2020-05-28,224.60203552246094,230.74855422488292,223.1475847549366,223.4464461675208,29377200
2020-05-29,224.2334442138672,226.62432043132432,222.0318626077638,224.34302623050968,23241500
2020-06-01,231.02749633789062,231.55547826669735,222.64949599479002,223.73534447473415,18223800
2020-06-02,231.8343963623047,232.11332961960952,225.69783430015366,230.0611712834144,20919000
2020-06-03,229.28414916992188,231.76466395635813,227.66034713328673,231.226725569156,15380300
2020-06-04,225.4288787841797,230.7485697234599,223.7552790824548,228.68643951877326,17041500
2020-06-05,229.89183044433594,230.469625132266,224.4526012791481,225.84728282954856,16750400
2020-06-08,230.51942443847656,230.6688627489616,226.5446177115813,228.1584480999013,15466500
2020-06-09,237.7617645263672,238.85758467204178,229.53320256218922,230.63897918165236,27462900
2020-06-10,235.8291473388672,240.29211016589525,234.38466818489687,240.0430615117375,20720700
2020-06-11,223.57594299316406,232.00375585467322,222.69930209651054,229.06498487461528,26708200
2020-06-12,227.71017456054688,230.7784559017757,223.6456985708954,229.02514359208837,22091400
2020-06-15,231.61524963378906,232.8804210600343,223.94455408391153,224.23344383599658,15340300
2020-06-16,234.7532501220703,237.55256970132336,232.11334052683972,236.23758554018897,15236700
2020-06-17,234.6337127685547,236.6858712110974,230.84817025088478,234.1057308469577,19578100
2020-06-18,235.0421600341797,235.24139591715277,231.26657392869228,234.09577818951485,15782500
2020-06-19,237.88128662109375,239.9135319874335,234.65362605212943,236.88509208485098,30081300
2020-06-22,238.30967712402344,239.78404089868698,236.00846999444954,237.65218502965277,18917800
2020-06-23,241.3181915283203,244.25696263309538,238.94724345564495,240.3618379996212,24017900
2020-06-24,233.1294708251953,242.29445835181724,231.79455847270322,240.28214094943323,20834900
2020-06-25,234.7831268310547,236.3969723563037,231.854327590435,233.72716302855116,18704300
2020-06-26,215.2577362060547,232.20300129024213,214.58031595727013,231.75471674952846,76343900
2020-06-29,219.80038452148438,219.90996653979363,206.3218722730648,208.95182551176313,58514300
2020-06-30,226.20591735839844,226.63427374429315,217.63863763326984,219.7505653419522,33927100
2020-07-01,236.64602661132812,238.09050571885018,226.6940372389368,227.63046258057435,43399700
2020-07-02,232.53173828125,239.08670047674076,231.7248230992567,238.090505891421,30633600
2020-07-06,239.3656463623047,239.48518485461295,231.38613278552796,232.87045306743494,26206200
2020-07-07,239.9434356689453,246.70759041907095,237.9112053418843,238.49895651678605,27887800
2020-07-08,242.65309143066406,246.05011878997345,235.68968544789368,237.20390555187532,29791300
2020-07-09,243.56956481933594,245.5918385177291,238.32958701572807,244.06766208890514,22174900
2020-07-10,244.1374053955078,244.55580528195952,238.40928673932723,242.7626520537933,22982700
2020-07-13,238.09051513671875,249.1980791140628,237.51272043071017,246.07002860272232,24674900
2020-07-14,238.81773376464844,239.41545662136352,231.14703817399788,235.8590345052838,23378100
2020-07-15,239.3656463623047,243.88837853046903,237.14413657614116,240.63081780855447,19133600
2020-07-16,240.01316833496094,240.84001171374828,235.43068209199507,237.09432532375132,18880700
2020-07-17,241.10897827148438,243.23087763767205,236.95484860582587,240.08289904762913,18152400
2020-07-20,244.486083984375,245.11369146477205,234.74330173043552,239.14648016579534,20872200
2020-07-21,240.83004760742188,245.97041545685423,239.16640442838812,245.28303874201202,19364200
2020-07-22,238.95716857910156,240.97944218728182,237.21382821337914,239.3456838240051,15427900
2020-07-23,231.7148895263672,241.49751341666143,230.86811796486856,238.71813693724783,21771800
2020-07-24,229.83206176757812,232.60148152642532,226.03654759091734,229.31403632182506,18325800
2020-07-27,232.61141967773438,234.0558986869806,229.9515821419086,230.57918955173696,13163100
2020-07-28,229.24427795410156,234.06587098084088,228.95538823177563,233.73712496533216,14170100
2020-07-29,232.4022216796875,232.81066509652175,229.43356615391608,230.2604094609015,13588300
2020-07-30,233.60765075683594,233.9961660711744,228.1285800567822,229.34393877357934,20615300
2020-07-31,252.70469665527344,254.87640891051925,248.05246943414957,254.8465242868863,53005100
2020-08-03,251.00119018554688,254.42808673282505,249.37738817454434,251.68855166925394,23124900
2020-08-04,248.87928771972656,251.83798676674962,246.48841166517965,250.6027000451976,17183500
2020-08-05,248.1719970703125,251.3100192209883,246.82714346350014,249.23793260232915,13050100
2020-08-06,264.2704772949219,265.58546133898585,247.72368594478138,248.09227304771363,45241600
2020-08-07,267.4184875488281,277.8287335399451,262.4275427494563,263.0750631753726,72766400
2020-08-10,261.9991760253906,272.8178346328324,258.70177437901185,267.02000524946084,30248800
2020-08-11,255.1553192138672,264.9080725335297,254.1591246472423,259.19986672224866,28238300
2020-08-12,258.90106201171875,262.8957821912096,257.1278062135061,257.98454948688135,21415700
2020-08-13,260.3056335449219,264.150960461302,258.582236365527,260.55468219178897,17374000
2020-08-14,260.245849609375,261.6504875465789,257.6955940415485,261.31178505413493,14792700
2020-08-17,260.16619873046875,263.0950134368301,258.41288641606246,261.5010959147742,13351100
2020-08-18,261.3416442871094,264.1409482158164,258.27337880561805,259.9569498319646,18690400
2020-08-19,261.5907287597656,266.8904911740159,260.3554572201455,260.39531351539165,23291500
2020-08-20,267.986328125,268.6039639336276,260.46504040012024,260.50489669787135,20299700
2020-08-21,265.993896484375,269.46063380027135,265.4061453923287,267.6674959059417,15538600
2020-08-24,270.35723876953125,276.1949239213989,267.74718365369284,270.03844923457405,23685600
2020-08-25,279.7513732910156,282.01272407574464,269.23156080644554,271.37337310408,42127200
2020-08-26,302.7535095214844,303.5106271584194,282.91927106057796,282.91927106057796,69015200
2020-08-27,292.1042175292969,300.083746979025,290.90877170260984,299.0178113303982,30301300
2020-08-28,292.5425109863281,296.0989330180741,289.8727167446168,293.8774081071837,17157400
2020-08-31,292.0842590332031,295.75024774126024,290.4405136774634,292.8314049580137,17345100
2020-09-01,294.31573486328125,300.3427000287538,291.5961126625424,293.588501861237,17295900
2020-09-02,301.348876953125,302.44469713142587,291.93482549599383,297.7426572402647,24341400
2020-09-03,290.0121765136719,296.46752867600287,282.55068844562334,294.86363950912147,32294100
2020-09-04,281.65411376953125,287.90024304611467,270.1082218574818,286.1569024740361,30333700
2020-09-08,270.1281433105469,278.23715190381387,268.39477435848016,270.24768180359314,24864000
2020-09-09,272.6784362792969,277.42033315850324,270.31745951595406,274.72062341682965,22918800
2020-09-10,267.0697937011719,278.0976746841808,266.01382990854836,274.4615706509814,24814700
2020-09-11,265.5954284667969,270.35726785369485,261.64056507896566,269.0323120071259,18913900
2020-09-14,265.1371765136719,275.58727813878943,264.6889072017783,269.9189286506541,24093800
2020-09-15,271.38336181640625,273.4753462747922,268.2752089495807,269.64002116678586,18478500
2020-09-16,262.5171813964844,271.40325031228923,260.793784252203,266.2728543716457,29183400
2020-09-17,253.85031127929688,260.50488380637853,249.2379254895453,257.29713602872783,31281400
2020-09-18,251.56903076171875,258.2136623749683,249.0984723152529,257.4166884235615,28130800
2020-09-21,247.2056884765625,248.99884182983368,243.200997055101,246.59800915130737,24709400
2020-09-22,253.78057861328125,254.34841684116756,247.27542898205854,252.34605593306685,30293100
2020-09-23,248.07237243652344,257.00822361360264,247.2056728368529,254.288616733622,19641300
2020-09-24,248.58042907714844,251.28012304192455,244.68530467216644,245.5619607553214,20006800
2020-09-25,253.85031127929688,254.77676494639124,245.67154705350123,248.45092325550738,18351300
2020-09-28,255.8426971435547,258.61211683620814,253.85030800059693,258.4128657613341,18826300
2020-09-29,260.7937927246094,262.3279105188514,255.92238654019008,256.8289272739403,20200200
2020-09-30,260.90338134765625,265.0674678254544,259.11024307917785,260.9830939470925,20142500
2020-10-01,265.6153564453125,267.3088689312499,263.7923034028258,264.34022864354114,20009800
2020-10-02,258.9508361816406,264.1410017241519,258.1937185296195,260.21599242517016,16367600
2020-10-05,263.6429138183594,263.86207786221894,259.8474145508197,261.20225511325583,12822300
2020-10-06,257.6756896972656,264.6789362695211,257.25727460354693,260.78381187422036,18696900
2020-10-07,257.13775634765625,259.18991487980696,253.85032618683746,258.22360486018664,23133400
2020-10-08,262.75628662109375,263.6129993491752,258.16381389516357,258.7615367108772,16312800
2020-10-09,263.44366455078125,263.74251075933546,261.1723421614329,263.51337506514693,14107800
2020-10-12,274.7006530761719,279.1137877313297,266.8506349889479,269.1717853652261,31019300
2020-10-13,275.0892028808594,278.0379305071263,272.3496676168902,276.5236951952058,18063300
2020-10-14,270.78564453125,277.689266349897,270.466854938106,276.5635615001033,15577800
2020-10-15,265.70501708984375,268.01619579001186,262.66663581005366,266.5816731762141,15416100
2020-10-16,264.91802978515625,270.33733098658496,264.29042230609616,266.3625241544675,16622700
2020-10-19,260.4052429199219,267.528027697902,258.89103818548114,264.51953117501324,13587000
2020-10-20,266.54180908203125,268.673679993458,261.8796259243258,262.0589336454426,18763200
2020-10-21,277.6693420410156,281.9728797666005,275.31830688957376,278.4961702128668,28998600
2020-10-22,277.0616455078125,281.3751852785994,273.9933794254177,278.80498610953504,16720000
2020-10-23,283.706298828125,284.15456820494563,275.7666258054155,277.7390718663258,17535200
2020-10-26,276.05548095703125,284.1446069376227,273.2163505659209,282.0824767449961,21322900
2020-10-27,282.21197509765625,283.4273337186137,275.2585258857592,277.6992148020787,16287200
2020-10-28,266.6514587402344,277.72913935604555,266.24301524972054,277.72913935604555,23121800
2020-10-29,279.7613220214844,282.5208005784098,272.7381621044478,275.49761025992603,32368100
2020-10-30,262.1087341308594,275.6470448533952,258.11401464808415,273.4554046771894,47247800
2020-11-02,260.3653869628906,269.4407349118749,256.36069590919567,263.5930779030907,27165700
2020-11-03,264.2904357910156,269.0223605093348,259.8872723410963,262.15859498983156,17961900
2020-11-04,286.28643798828125,287.8404992894575,277.5597626805611,279.9307109327645,35364400
2020-11-05,293.55859375,296.24833111359493,287.8504186094097,290.78917420146956,23823600
2020-11-06,292.29345703125,293.47893102031964,286.96380991759634,292.8314106199197,13891000
2020-11-09,277.7091369628906,291.4665809296033,277.4700600052037,288.7669022775744,25117700
2020-11-10,271.3932800292969,272.95731280412,262.9953670813419,272.06074376935914,29067700
2020-11-11,275.4278869628906,277.3405635215419,271.4431086640138,272.4293315645231,14957000
2020-11-12,274.033203125,278.6854453843714,273.3856827012686,276.12521791058765,12899500
2020-11-13,275.8961181640625,276.70303339167884,272.0607627134411,276.66317709360766,10391200
2020-11-16,277.8984375,278.34673723121807,273.5849282524835,274.00331296027025,12970400
2020-11-17,273.9535217285156,276.62331602574073,272.25003743308173,276.62331602574073,15040300
2020-11-18,270.9350280761719,276.33441581608946,270.80551792278453,273.47531197211975,12152900
2020-11-19,271.9013671875,272.42934913008634,268.1656372914324,269.9886601040764,12963700
2020-11-20,268.6737060546875,271.96113619982054,268.38480109723474,271.5228081269431,18114700
2020-11-23,267.40850830078125,269.9189381414374,263.52335545386865,269.85916889775,20990800
2020-11-24,275.8662414550781,276.76281057799,266.85066144868136,267.4682972799885,16930400
2020-11-25,274.541259765625,279.113789224855,271.61244527778683,277.0815741772722,12467000
2020-11-27,276.7528381347656,278.0678223921596,273.77422580752574,276.3344533992439,7808400
2020-11-30,275.916015625,276.6432486171017,269.9787044064691,274.9795902823005,16693300
2020-12-01,285.45953369140625,288.19906868038885,277.8984207699877,278.09767183885526,20738900
2020-12-02,286.4258728027344,290.6696717102576,279.7613282091371,284.27408872574154,17361600
2020-12-03,280.7774658203125,285.5591879394996,280.0004352159084,285.16071616314196,12921700
2020-12-04,278.6356506347656,282.38132177680797,278.2371484609452,279.2333430926013,10880300
2020-12-07,284.49322509765625,287.39215487497097,277.1413348846764,278.12755775684974,13007700
2020-12-08,282.321533203125,285.34000151433867,280.4785671804424,284.9216168224966,10747700
2020-12-09,276.8623962402344,286.5354365821965,270.7158626337903,282.580543095095,25189700
2020-12-10,276.0654296875,277.669318726723,270.82543660979496,274.49145567025687,20065100
2020-12-11,272.509033203125,275.4279066204742,269.22160303250246,273.4853149005486,14391400
2020-12-14,273.1465759277344,276.16504408580306,270.52657949454215,272.3296891307992,16376900
2020-12-15,274.5013732910156,275.02935514260207,266.45213537224527,273.7841120585357,23979500
2020-12-16,274.6209716796875,276.80260982812024,271.4729931766599,273.71443096888197,15885000
2020-12-17,273.4355163574219,279.3728279130028,272.5688014814225,276.01565683275226,16377800
2020-12-18,275.34820556640625,276.9421231468217,270.1082421827288,274.72059804899993,26693200
2020-12-21,271.751953125,273.62480397285174,266.7709797643087,271.9412325448222,16553700
2020-12-22,266.0736389160156,270.4668611935208,263.6230084651211,270.4668611935208,17312900
2020-12-23,267.0896911621094,271.13426877659964,265.2168710508229,265.87436306495846,14329000
2020-12-24,266.3824157714844,269.37099941230457,265.18700055602324,267.8567946454759,6702000
2020-12-28,275.9458923339844,276.244738540555,264.6490497039362,267.7173155633605,23299700
2020-12-29,275.7267150878906,279.4425315523675,275.2286178332047,275.8960815311191,16383000
2020-12-30,270.8354187011719,277.02177860139483,270.67602391837346,276.892298841727,11803800
2020-12-31,272.1205139160156,276.0355513017327,268.7832560075039,270.9649245601591,12900400
2021-01-04,267.9165954589844,273.95353269275245,264.19083714282647,273.73436865054026,15106100
2021-01-05,269.9388427734375,271.3633937065147,267.1893360427298,267.26904863282175,9871600
2021-01-06,262.3080139160156,266.73112064567323,259.020583693287,261.0030013414244,24354100
2021-01-07,267.7173156738281,270.5763891898327,263.7723937382419,264.8881267784929,15789800
2021-01-08,266.55181884765625,267.9265723755679,262.17850959296476,267.2889931852237,18528300
2021-01-11,255.8625946044922,262.46736907787744,254.9261693318631,259.48875721789733,30412300
2021-01-12,250.13450622558594,258.7316707545216,249.34751915549,255.65343299320102,26383500
2021-01-13,250.68240356445312,252.9836106127,248.25168635654322,250.5927497004047,19528900
2021-01-14,244.70523071289062,254.05949700806735,243.67915153381512,252.43569501367367,29739400
2021-01-15,250.4034881591797,252.8939747874335,246.2194736638581,246.95664797735785,24942900
2021-01-19,260.1064453125,261.20226557569094,251.75832876398644,255.92241536266195,28028500
2021-01-20,266.4621276855469,269.29131654352165,262.5968879889724,267.9065915340866,25199900
2021-01-21,271.83160400390625,272.5588369753029,266.4720724210523,268.23535624451296,20838700
2021-01-22,273.4554138183594,277.4103075402784,270.9649273537113,270.97489902803267,21954000
2021-01-25,276.95208740234375,279.03413059542896,270.4768221065622,277.08159757249115,19087000
2021-01-26,280.9766845703125,284.3040014036473,276.75282904744097,277.0815903017187,19373600
2021-01-27,271.1044006347656,282.3713586132322,267.09967906903967,281.45484624652244,35346200
2021-01-28,263.9915466308594,285.69863363792945,263.6927004367605,276.12518853437643,37758800
2021-01-29,257.346923828125,265.5456158905764,253.88018626312984,264.2904010334879,30389500
2021-02-01,261.012939453125,263.1647232936775,253.93995218492302,258.5323943917056,22914300
2021-02-02,266.06365966796875,267.8269436946464,262.26816039909636,262.99539345430594,17320800
2021-02-03,265.6352844238281,268.17559889865635,262.83598002557983,264.6092052002864,14223400
2021-02-04,265.4758605957031,267.13951877492497,262.9953460376733,265.99390118876164,16060000
2021-02-05,267.0798034667969,268.1457390854258,264.65905765740354,265.7847321240904,12454400
2021-02-08,265.5655517578125,268.83306893638655,263.991577615084,267.7273074869956,13755200
2021-02-09,268.4246520996094,272.3496613283842,264.7387198507974,265.42609656963776,14613400
2021-02-10,270.8354187011719,272.7580669662373,266.70121722712844,271.41322858899696,14687200
2021-02-11,269.361083984375,272.53891692469,267.4682898424238,270.85537594815884,12828600
2021-02-12,269.4706115722656,270.14801653421546,267.3188278095043,269.4905245176959,9097600
2021-02-16,272.9274597167969,275.5474566088308,269.0223631656405,269.7695091811734,15417200
2021-02-17,272.5289611816406,272.92743293720366,268.55412409603036,270.207810762991,12763200
2021-02-18,268.3648986816406,270.91515462313805,265.0176687575197,268.5442064271876,15249100
2021-02-19,260.5646667480469,269.2415135214621,259.1600286620997,268.8330700722336,25622600
2021-02-22,259.3393249511719,262.0689188082609,256.5499922520805,256.96840735766733,17434900
2021-02-23,264.8482666015625,266.442183950605,253.98976736419053,258.5124839009608,21924600
2021-02-24,263.30419921875,265.3663293913309,257.40674405645774,261.33172291435335,15736100
2021-02-25,253.72080993652344,265.9241940188549,253.07327431376152,261.30183639415884,19053100
2021-02-26,256.6396179199219,264.53943287603397,255.4940003444315,255.4940003444315,26619500
2021-03-01,263.90191650390625,265.6352853884401,256.9185825931977,259.82748421693225,22157300
2021-03-02,258.014404296875,265.695056236705,257.6657301026709,264.7686025446504,15191700
2021-03-03,254.4380645751953,259.9968170259454,254.12924668356732,259.2994990519081,15513500
2021-03-04,256.65960693359375,265.4759053581925,252.535346446273,255.49404580412752,31626500
2021-03-05,263.2742919921875,264.43985298140694,254.637287148666,259.67804429306256,26820100
2021-03-08,254.3384552001953,264.569363373154,254.07945006188686,264.5394787495309,18391800
2021-03-09,264.728759765625,267.50815138515975,258.82133271599554,260.1861145387771,22039700
2021-03-10,263.8919372558594,267.9464564788886,261.869663481459,267.61772564525324,14210300
2021-03-11,272.8377685546875,276.8424597061058,266.8008320063585,267.0897065371743,21834000
2021-03-12,267.3786315917969,268.7135287427312,263.0152942648092,268.1158362881691,20600200
2021-03-15,272.70831298828125,274.909894874794,267.4782905474101,268.05607012614405,16844800
2021-03-16,278.21722412109375,281.0663564597235,273.7542614094919,275.0293892697429,22437700
2021-03-17,282.9292297363281,285.14078289920985,274.3619503485229,274.66079655913705,21315000
2021-03-18,277.55975341796875,284.10475968034206,277.22105087916407,278.8049967524485,18728300
2021-03-19,289.0060119628906,291.68577797238925,280.1299444877331,280.14985743598055,38930500
2021-03-22,292.4229736328125,298.56947733701,285.6588037346761,289.3447359434442,28273100
2021-03-23,289.5240478515625,296.8659973513561,288.70716096518794,292.03444735444225,23000900
2021-03-24,281.0663757324219,290.6099071906842,280.09009402190867,289.89264582002005,18675000
2021-03-25,277.67926025390625,286.96380079354674,276.6930373739072,279.91075672785223,24505600
2021-03-26,281.9429626464844,283.41734148343124,276.7129414064562,277.24092328701084,17629200
2021-03-29,289.71331787109375,292.0643225100769,283.61661184639917,284.6825169522724,21718800
2021-03-30,286.904052734375,291.357043935581,285.6090118791391,288.72707552615447,17474500
2021-03-31,293.4092102050781,295.37171488937236,287.51172447719273,288.8864779638438,19498200
2021-04-01,297.5234680175781,301.2492259069473,295.4713096762357,297.2644477060579,17616000
2021-04-05,307.7344970703125,309.5874045512477,299.53580404730803,299.7450268156318,28237000
2021-04-06,305.0945739746094,310.1652009409883,304.08840768019377,307.66474271694034,17335200
2021-04-07,311.8985900878906,313.05417956995836,304.3374760815347,305.1742759682495,22855200
2021-04-08,311.8288269042969,314.67795930702925,308.87012768679824,313.65188007140904,20894100
2021-04-09,311.27093505859375,313.5422573762423,309.1490358405054,310.21497128644233,15988600
2021-04-12,310.3544616699219,310.96212575870106,306.75818350032216,309.86630566264114,10881900
2021-04-13,308.5812683105469,313.23348035849637,308.142940227036,311.0219269922182,14036900
2021-04-14,301.66766357421875,306.8578290569516,300.800979114886,306.1305960363363,17421400
2021-04-15,306.64862060546875,308.95979931003205,302.9427755796847,305.17424169363784,14558300
2021-04-16,305.0148620605469,307.77434062034916,303.4508292076958,306.99731003126504,13059200
2021-04-19,301.08984375,306.5290881112237,299.41624413182944,303.8493222266958,14553500
